Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,H2S_umol_L,H2S_Signal_mV,Temp_C,Temp_Signal_mV,Comments
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:42:23,-2000,-6.13,-0.91,23.61,250.64,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:42:43,-2000,-5.83,-0.29,23.62,250.65,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:43:03,-2000,-5.52,0.36,23.61,250.58,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:43:26,0,-5.08,1.26,23.61,250.55,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:43:46,0,-5.57,0.26,23.6,250.5,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:44:06,0,-5.56,0.26,23.6,250.5,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:44:29,2000,-5.62,0.14,23.6,250.43,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:44:49,2000,-5.36,0.68,23.6,250.45,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:45:09,2000,-5.62,0.16,23.59,250.41,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:45:32,4000,27.24,68.44,23.59,250.42,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:45:52,4000,31.77,77.87,23.59,250.39,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:46:12,4000,32.59,79.56,23.59,250.35,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:46:35,6000,86.75,192.13,23.59,250.31,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:46:55,6000,87.57,193.84,23.59,250.32,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:47:15,6000,87.81,194.34,23.58,250.27,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:47:37,8000,110.31,241.1,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:47:58,8000,106.99,234.19,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:48:18,8000,105.56,231.24,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:48:40,10000,102.83,225.56,23.58,250.21,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:49:01,10000,101.01,221.76,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:49:21,10000,99.98,219.64,23.58,250.2,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:49:43,12000,95.08,209.44,23.59,250.33,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:50:03,12000,92.06,203.17,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:50:24,12000,90.74,200.43,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:50:46,14000,146.48,316.28,23.58,250.27,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:51:06,14000,145.51,314.26,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:51:26,14000,144.26,311.66,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:51:49,16000,295.03,625.03,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:52:09,16000,296.31,627.7,23.56,250.05,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:52:29,16000,295.74,626.52,23.57,250.09,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:52:52,18000,321.06,679.14,23.57,250.11,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:53:12,18000,319.14,675.15,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:53:32,18000,307.25,650.43,23.57,250.13,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:53:55,20000,340.71,719.98,23.57,250.15,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:54:15,20000,338.03,714.42,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:54:35,20000,331.77,701.4,23.57,250.17,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:54:58,22000,359.26,758.54,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:55:18,22000,356.84,753.51,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:55:38,22000,353.82,747.22,23.59,250.3,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:56:00,24000,334.35,706.77,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:56:21,24000,343.23,725.22,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:56:41,24000,342.54,723.78,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:57:03,26000,354.06,747.73,23.57,250.19,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:57:24,26000,355.19,750.08,23.58,250.3,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:57:44,26000,359.76,759.57,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:58:07,28000,335.6,709.36,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:58:27,28000,336.1,710.41,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:58:47,28000,339.04,716.5,23.58,250.3,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:59:09,30000,316.45,669.56,23.59,250.34,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:59:30,30000,317.07,670.84,23.59,250.31,
Elders East,1,Summer,August,2015,Sensor 1,1,14-08-2015 13:59:50,30000,317.24,671.19,23.59,250.32,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:02:25,-2000,-6.13,-0.92,24.25,257.93,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:02:45,-2000,-4.96,1.53,24.08,256,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:03:05,-2000,-4.64,2.18,23.87,253.63,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:03:28,0,-5.08,1.27,23.68,251.35,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:03:48,0,-5.94,-0.52,23.57,250.08,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:04:08,0,-4.55,2.38,23.47,248.97,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:04:31,2000,-1.55,8.61,23.39,248.07,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:04:51,2000,-0.72,10.33,23.35,247.62,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:05:11,2000,-0.49,10.81,23.34,247.51,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:05:34,4000,15.52,44.09,23.35,247.6,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:05:54,4000,18.33,49.94,23.37,247.78,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:06:14,4000,18.99,51.31,23.39,248.02,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:06:37,6000,42.29,99.73,23.4,248.22,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:06:57,6000,44.44,104.19,23.42,248.41,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:07:17,6000,46.93,109.37,23.43,248.51,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:07:40,8000,115.83,252.58,23.45,248.7,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:08:00,8000,116.12,253.17,23.46,248.83,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:08:20,8000,115.54,251.97,23.46,248.87,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:08:42,10000,80.49,179.12,23.47,248.99,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:09:03,10000,78.33,174.63,23.47,248.93,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:09:23,10000,77.84,173.61,23.47,248.98,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:09:45,12000,102.23,224.32,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:10:05,12000,105.46,231.03,23.47,249,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:10:26,12000,106.6,233.38,23.47,249.02,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:10:48,14000,218.2,465.35,23.48,249.05,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:11:08,14000,220.36,469.85,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:11:28,14000,220.7,470.55,23.48,249.14,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:11:51,16000,180.88,387.78,23.49,249.18,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:12:11,16000,184.98,396.31,23.48,249.09,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:12:31,16000,184.39,395.08,23.48,249.11,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:12:54,18000,220.33,469.77,23.48,249.15,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:13:14,18000,223.24,475.82,23.49,249.15,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:13:34,18000,223.67,476.73,23.48,249.13,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:13:57,20000,241.7,514.19,23.48,249.14,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:14:17,20000,241.82,514.45,23.48,249.12,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:14:37,20000,241.64,514.06,23.48,249.09,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:15:00,22000,248.31,527.93,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:15:20,22000,247.16,525.55,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:15:40,22000,247.81,526.89,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:16:02,24000,261.85,556.08,23.48,249.04,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:16:23,24000,261.56,555.48,23.47,249.01,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:16:43,24000,261.04,554.4,23.47,248.99,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:17:06,26000,219.41,467.86,23.47,248.95,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:17:26,26000,200.95,429.49,23.49,249.17,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:17:46,26000,199.29,426.04,23.48,249.15,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:18:09,28000,221.59,472.39,23.48,249.12,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:18:29,28000,222.18,473.61,23.48,249.07,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:18:49,28000,219.05,467.11,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:19:11,30000,164.31,353.34,23.47,249.01,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:19:32,30000,165.7,356.24,23.47,248.97,
Elders East,1,Summer,August,2015,Sensor 1,2,14-08-2015 14:19:52,30000,166.88,358.68,23.47,248.99,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:42:23,-2000,-7.61,2.84,23.61,250.64,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:42:43,-2000,-7.62,2.8,23.62,250.65,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:43:03,-2000,-7.7,2.58,23.61,250.58,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:43:26,0,-8.04,1.67,23.61,250.55,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:43:46,0,-7.97,1.86,23.6,250.5,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:44:06,0,-8,1.77,23.6,250.5,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:44:29,2000,-6.38,6.2,23.6,250.43,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:44:49,2000,-7.32,3.62,23.6,250.45,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:45:09,2000,-7.39,3.44,23.59,250.41,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:45:32,4000,140.65,407.04,23.59,250.42,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:45:52,4000,79.73,240.95,23.59,250.39,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:46:12,4000,59.26,185.15,23.59,250.35,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:46:35,6000,158.46,455.57,23.59,250.31,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:46:55,6000,106.52,313.99,23.59,250.32,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:47:15,6000,84.7,254.5,23.58,250.27,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:47:37,8000,116.87,342.2,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:47:58,8000,91.47,272.94,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:48:18,8000,81.69,246.29,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:48:40,10000,81.03,244.49,23.58,250.21,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:49:01,10000,76.4,231.86,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:49:21,10000,79.59,240.56,23.58,250.2,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:49:43,12000,263.32,741.44,23.59,250.33,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:50:03,12000,182.84,522.06,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:50:24,12000,113.11,331.94,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:50:46,14000,76.33,231.68,23.58,250.27,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:51:06,14000,76.09,231.03,23.58,250.23,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:51:26,14000,78.55,237.73,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:51:49,16000,23.52,87.69,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:52:09,16000,15.44,65.66,23.56,250.05,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:52:29,16000,12.33,57.19,23.57,250.09,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:52:52,18000,8.69,47.28,23.57,250.11,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:53:12,18000,7.71,44.61,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:53:32,18000,6.77,42.04,23.57,250.13,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:53:55,20000,6.01,39.97,23.57,250.15,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:54:15,20000,5.93,39.76,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:54:35,20000,5.54,38.69,23.57,250.17,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:54:58,22000,5.94,39.79,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:55:18,22000,5.59,38.82,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:55:38,22000,5.25,37.89,23.59,250.3,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:56:00,24000,7.9,45.12,23.58,250.26,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:56:21,24000,6.67,41.76,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:56:41,24000,6.12,40.26,23.57,250.14,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:57:03,26000,5.78,39.35,23.57,250.19,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:57:24,26000,5.46,38.46,23.58,250.3,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:57:44,26000,5.69,39.1,23.58,250.19,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:58:07,28000,4.32,35.36,23.58,250.24,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:58:27,28000,4.34,35.42,23.58,250.28,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:58:47,28000,4.54,35.96,23.58,250.3,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:59:09,30000,13.93,61.55,23.59,250.34,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:59:30,30000,3.22,32.35,23.59,250.31,
Elders East,1,Summer,August,2015,Sensor 2,1,14-08-2015 13:59:50,30000,3.02,31.82,23.59,250.32,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:02:25,-2000,-7.84,2.22,24.25,257.93,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:02:45,-2000,-7.87,2.12,24.08,256,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:03:05,-2000,-7.88,2.11,23.87,253.63,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:03:28,0,-7.88,2.1,23.68,251.35,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:03:48,0,-7.92,1.98,23.57,250.08,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:04:08,0,-7.95,1.91,23.47,248.97,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:04:31,2000,-7.79,2.35,23.39,248.07,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:04:51,2000,-7.67,2.67,23.35,247.62,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:05:11,2000,-7.69,2.63,23.34,247.51,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:05:34,4000,-7.22,3.89,23.35,247.6,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:05:54,4000,-7.31,3.67,23.37,247.78,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:06:14,4000,-7.38,3.46,23.39,248.02,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:06:37,6000,-6.72,5.27,23.4,248.22,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:06:57,6000,-6.73,5.23,23.42,248.41,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:07:17,6000,-6.75,5.17,23.43,248.51,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:07:40,8000,-5.73,7.97,23.45,248.7,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:08:00,8000,-5.94,7.4,23.46,248.83,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:08:20,8000,-6.1,6.95,23.46,248.87,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:08:42,10000,-5.24,9.3,23.47,248.99,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:09:03,10000,-5.39,8.9,23.47,248.93,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:09:23,10000,-5.46,8.7,23.47,248.98,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:09:45,12000,-5.18,9.45,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:10:05,12000,-5.22,9.36,23.47,249,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:10:26,12000,-5.25,9.26,23.47,249.02,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:10:48,14000,-5.03,9.87,23.48,249.05,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:11:08,14000,-5.01,9.94,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:11:28,14000,-4.99,9.97,23.48,249.14,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:11:51,16000,-4.69,10.79,23.49,249.18,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:12:11,16000,-4.97,10.04,23.48,249.09,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:12:31,16000,-4.97,10.05,23.48,249.11,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:12:54,18000,-3.77,13.3,23.48,249.15,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:13:14,18000,-4.4,11.58,23.49,249.15,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:13:34,18000,-4.59,11.08,23.48,249.13,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:13:57,20000,-3.97,12.76,23.48,249.14,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:14:17,20000,-3.71,13.48,23.48,249.12,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:14:37,20000,-2.88,15.74,23.48,249.09,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:15:00,22000,-4.01,12.65,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:15:20,22000,-3.99,12.72,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:15:40,22000,-3.91,12.92,23.47,249.03,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:16:02,24000,-3.91,12.92,23.48,249.04,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:16:23,24000,-3.88,13.01,23.47,249.01,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:16:43,24000,-3.86,13.07,23.47,248.99,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:17:06,26000,-3.76,13.33,23.47,248.95,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:17:26,26000,-3.75,13.35,23.49,249.17,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:17:46,26000,-3.73,13.43,23.48,249.15,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:18:09,28000,-3.83,13.13,23.48,249.12,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:18:29,28000,-3.86,13.05,23.48,249.07,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:18:49,28000,-3.86,13.06,23.48,249.06,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:19:11,30000,-4.13,12.32,23.47,249.01,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:19:32,30000,-4.21,12.12,23.47,248.97,
Elders East,1,Summer,August,2015,Sensor 2,2,14-08-2015 14:19:52,30000,-4.22,12.09,23.47,248.99,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:32:09,-2000,-5.51,0.39,23.33,247.37,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:32:29,-2000,-6.18,-1.02,23.32,247.26,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:32:50,-2000,-5.66,0.07,23.31,247.19,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:33:12,0,-5.26,0.9,23.31,247.12,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:33:32,0,-5.26,0.89,23.31,247.09,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:33:52,0,-5.35,0.7,23.3,247.05,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:34:15,2000,-5.5,0.39,23.3,247.02,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:34:35,2000,-5.57,0.25,23.3,247,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:34:55,2000,-5.56,0.26,23.29,246.93,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:35:18,4000,-3.33,4.9,23.29,246.91,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:35:38,4000,-2.78,6.05,23.28,246.81,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:35:58,4000,-2.81,5.99,23.28,246.75,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:36:21,6000,9.91,32.43,23.27,246.68,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:36:41,6000,10.83,34.34,23.27,246.64,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:37:01,6000,10.38,33.4,23.26,246.6,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:37:24,8000,46.2,107.84,23.26,246.57,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:37:44,8000,47.72,111.01,23.26,246.52,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:38:04,8000,47.68,110.93,23.26,246.53,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:38:25,10000,55.88,127.97,23.25,246.47,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:38:46,10000,56.06,128.35,23.25,246.46,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:39:06,10000,56.23,128.69,23.24,246.38,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:39:26,12000,55.73,127.66,23.24,246.33,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:39:46,12000,55.5,127.18,23.23,246.26,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:40:07,12000,55.28,126.73,23.23,246.24,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:40:27,14000,55.03,126.22,23.23,246.22,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:40:47,14000,54.77,125.66,23.23,246.16,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:41:07,14000,54.42,124.93,23.22,246.12,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:41:28,16000,54.12,124.3,23.22,246.08,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:41:48,16000,53.92,123.9,23.22,246.05,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:42:08,16000,53.68,123.39,23.21,245.99,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:42:29,18000,53.53,123.09,23.21,245.97,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:42:49,18000,53.38,122.78,23.21,245.94,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:43:09,18000,53.15,122.3,23.2,245.89,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:43:30,20000,52.85,121.68,23.2,245.84,
