Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,H2S_umol_L,H2S_Signal_mV,Temp_C,Temp_Signal_mV,Comments
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:15:56,23000,534.4697266,452.9428711,21.98404121,220.3574677,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:16:18,24000,522.6364746,443.2789917,22.00710297,220.5421753,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:16:40,25000,536.0557861,454.2381592,22.04007339,220.8062592,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:17:02,26000,553.5770264,468.5472717,22.06881142,221.0364227,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:17:25,27000,549.1796265,464.9560852,22.08114243,221.1351929,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:17:47,28000,586.0496216,495.0667725,22.10123062,221.2960815,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:18:09,29000,577.1815186,487.8244019,22.11121368,221.3760529,
Big Egg,1,Spring,May,2017,Sensor 1,3,06-01-2017 11:18:32,30000,617.8324585,521.0229492,22.1264782,221.4983063,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:38:34,-2000,-13.27202797,0.422470093,17.75588226,186.4923401,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:38:56,-1000,-13.24965382,0.442962646,17.82817459,187.0713501,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:39:18,0,-13.2801075,0.41506958,17.90570641,187.6923523,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:39:40,1000,-13.38056374,0.323059082,17.99151802,188.3796539,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:40:03,2000,-2.522976875,10.26779175,18.05397987,188.8799286,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:40:25,3000,67.81697845,74.69389343,18.11921501,189.4024353,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:40:47,4000,130.7711029,132.3551331,18.18723106,189.9471893,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:41:10,5000,162.296402,161.2299347,18.24450111,190.405899,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:41:32,6000,229.5432434,222.8229828,18.3127594,190.9526062,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:41:54,7000,288.7546997,277.0562134,18.4000721,191.6519318,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:42:17,8000,328.7168579,313.6585693,18.50336456,192.479248,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:42:39,9000,345.9243164,329.419281,18.5928421,193.1959076,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:43:01,10000,385.692749,365.8441467,18.67803955,193.8782959,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:43:24,11000,433.4172668,409.5562134,18.72314835,194.2395935,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:43:46,12000,439.4908142,415.1191406,18.77801895,194.6790619,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:44:08,13000,471.525177,444.4602356,18.83962822,195.1725311,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:44:30,14000,482.881958,454.8621826,18.90510559,195.6969604,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:44:53,15000,498.0771484,468.7798157,18.98315239,196.3220673,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:45:15,16000,539.6455078,506.853302,19.06084251,196.9443359,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:45:37,17000,331.0663147,315.8104858,19.11450005,197.3740845,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:46:00,18000,540.2784424,507.4330444,19.17783356,197.8813629,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:46:22,19000,563.8798828,529.0501709,19.23969078,198.3767853,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:46:44,20000,582.187439,545.8184814,19.29138184,198.7908173,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:47:07,21000,593.1835327,555.8901367,19.3672924,199.398819,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:47:29,22000,553.742981,519.7655029,19.41967583,199.8183746,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:47:51,23000,607.6463013,569.1369629,19.47381973,200.2520447,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:48:14,24000,590.6190186,553.5412598,19.51621437,200.5915985,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:48:36,25000,511.238739,480.8348389,19.58107567,201.1110992,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:48:58,26000,609.9119263,571.2120361,19.63989067,201.5821686,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:49:20,27000,596.9611206,559.3500977,19.69385338,202.014389,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:49:43,28000,614.7008057,575.5983276,19.73976135,202.3820648,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:50:05,29000,639.5947266,598.399292,19.78727913,202.7626648,
Big Egg,1,Spring,May,2017,Sensor 2,1,06-01-2017 10:50:27,30000,593.7662354,556.4238281,19.84996796,203.2647552,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:52:36,-2000,-10.8534441,2.637710571,20.15249443,205.6878357,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:52:58,-1000,-10.93914032,2.55921936,20.19322014,206.0140228,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:53:21,0,-10.85744286,2.634048462,20.23567772,206.3540955,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:53:43,1000,-10.78913879,2.696609497,20.27770042,206.6906586,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:54:05,2000,-10.47960663,2.980117798,20.31993675,207.0289612,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:54:28,3000,-8.066121101,5.190689087,20.3611393,207.3589478,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:54:50,4000,30.86478043,40.84846497,20.39767647,207.6515961,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:55:12,5000,77.85120392,83.88449097,20.44288826,208.0137177,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:55:35,6000,143.5949707,144.1008301,20.48494339,208.3505554,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:55:57,7000,215.9246368,210.3493652,20.53371239,208.7411652,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:56:19,8000,267.7484436,257.81604,20.56876373,209.0219116,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:56:42,9000,340.5054932,324.4560547,20.60055923,209.2765808,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:57:04,10000,372.8408813,354.0728149,20.63576698,209.5585785,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:57:26,11000,427.776123,404.3893738,20.6664753,209.8045197,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:57:49,12000,471.1647644,444.130127,20.70034218,210.0757904,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:58:11,13000,488.4447327,459.9572449,20.73564339,210.3585205,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:58:33,14000,525.4796143,493.8783875,20.76670647,210.6073303,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:58:55,15000,554.8213501,520.7532349,20.804636,210.9111176,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:59:18,16000,558.7105103,524.3154297,20.83142853,211.1257019,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 10:59:40,17000,582.1634521,545.7965698,20.8724556,211.4543152,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:00:02,18000,600.8594971,562.9207153,20.90681648,211.7295227,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:00:25,19000,347.3221436,330.6996155,20.9419899,212.0112457,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:00:47,20000,640.2161255,598.9684448,20.97156334,212.2480927,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:01:09,21000,665.0378418,621.7032471,20.99962234,212.4728394,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:01:32,22000,687.2254639,642.0254517,21.02635193,212.6869354,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:01:54,23000,691.8866577,646.2947388,21.05804443,212.9407806,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:02:16,24000,421.2515564,398.4133606,21.08094215,213.1241608,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:02:38,25000,665.381897,622.0183716,21.11465836,213.3942108,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:03:01,26000,524.3399048,492.8345337,21.1340332,213.5493927,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:03:23,27000,634.0500488,593.3208008,21.16272736,213.7792206,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:03:45,28000,676.6466064,632.3359985,21.18706322,213.9741364,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:04:08,29000,683.6918945,638.7890015,21.21741676,214.2172546,
Big Egg,1,Spring,May,2017,Sensor 2,2,06-01-2017 11:04:30,30000,665.6536865,622.267334,21.23639488,214.3692474,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:06:38,-2000,-10.23116398,3.207672119,21.4074688,215.7394714,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:07:00,-1000,-10.28788948,3.155715942,21.42834091,215.9066315,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:07:22,0,-10.18673325,3.24836731,21.45880127,216.1506042,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:07:45,1000,-10.09625626,3.331237793,21.48743248,216.3799286,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:08:07,2000,-9.783641815,3.61756897,21.51303482,216.5849915,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:08:29,3000,-8.448921204,4.840072632,21.54110146,216.8097839,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:08:52,4000,6.987995148,18.97912598,21.56381607,216.9917145,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:09:14,5000,28.64774323,38.81782532,21.58821297,217.1871185,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:09:36,6000,89.35720825,94.42312622,21.62719727,217.4993591,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:09:59,7000,161.4320984,160.4382935,21.65372276,217.7118073,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:10:21,8000,205.3019714,200.6197968,21.67202187,217.8583679,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:10:43,9000,286.5568237,275.0431213,21.69764519,218.0635986,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:11:05,10000,287.7344971,276.1217651,21.73000717,218.3227997,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:11:28,11000,397.0050964,376.2054443,21.7502346,218.4848175,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:11:50,12000,436.4681396,412.3506165,21.77321815,218.6688995,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:12:12,13000,452.5905762,427.1175537,21.79290771,218.8265991,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:12:35,14000,473.8169556,446.5593262,21.80670357,218.937088,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:12:57,15000,494.1672668,465.1986389,21.8208828,219.0506592,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:13:19,16000,549.8875732,516.2342529,21.84806633,219.2683868,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:13:42,17000,554.9663696,520.8860474,21.86520004,219.4056244,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:14:04,18000,590.6743774,553.5919189,21.87756157,219.5046387,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:14:26,19000,501.6324158,472.0361938,21.8931694,219.6296539,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:14:49,20000,616.6321411,577.3672485,21.91888046,219.8355713,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:15:11,21000,638.6063232,597.4939575,21.94431686,220.0393066,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:15:33,22000,676.4610596,632.1660767,21.96774673,220.2269592,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:15:56,23000,669.0042725,625.3361816,21.98404121,220.3574677,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:16:18,24000,672.6696777,628.6934814,22.00710297,220.5421753,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:16:40,25000,725.2825317,676.8828735,22.04007339,220.8062592,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:17:02,26000,728.642395,679.9602051,22.06881142,221.0364227,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:17:25,27000,736.170105,686.8550415,22.08114243,221.1351929,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:17:47,28000,755.0413818,704.1397095,22.10123062,221.2960815,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:18:09,29000,747.3723145,697.1154175,22.11121368,221.3760529,
Big Egg,1,Spring,May,2017,Sensor 2,3,06-01-2017 11:18:32,30000,713.1286011,665.7507935,22.1264782,221.4983063,
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:32:41,-2000,-18.1742382,1.613677979,16.45539856,176.0762177,
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:33:04,-1000,-18.61312866,1.255249023,16.6307354,177.480545,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:33:26,0,-18.86497116,1.049575806,16.76178741,178.5302124,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:33:48,1000,-19.09254265,0.863723755,16.83660889,179.1294861,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:34:11,2000,-18.62874794,1.242492676,16.91274071,179.7392578,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:34:33,3000,14.03172302,27.91540527,16.94487381,179.9966278,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:34:55,4000,64.78759003,69.36633301,17.04079628,180.7649078,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:35:18,5000,114.9023514,110.2936859,17.15383148,181.6702576,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:35:40,6000,172.1658783,157.0592346,17.22079086,182.2065735,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:36:02,7000,209.5095673,187.5568085,17.33677101,183.135498,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,1,06-01-2017 12:36:25,8000,254.0057983,223.8956604,17.42710114,183.8589935,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:38:26,-2000,-15.90968895,3.46307373,17.88506126,187.5269928,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:38:48,-1500,-18.99932861,0.939849854,17.94302559,187.9912567,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:39:09,-1000,-19.94151115,0.170394897,17.99835777,188.4344177,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:39:30,-500,-19.99210739,0.129074097,18.10728264,189.3068542,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:39:51,0,-20.00038528,0.122314453,18.22177887,190.2239075,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:40:13,500,-19.96613693,0.150283813,18.35237503,191.2699127,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:40:34,1000,-19.91849327,0.189193726,18.42687798,191.8666229,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:40:55,1500,-8.720759392,9.334075928,18.40239334,191.6705322,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:41:17,2000,-1.385327578,15.32472229,18.54915428,192.845993,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:41:38,2500,11.0850172,25.50891113,18.67257309,193.8345032,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:41:59,3000,47.95107269,55.6164093,18.75892448,194.526123,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:42:20,3500,82.97289276,84.21777344,18.7592659,194.5288544,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:42:42,4000,129.6556854,122.3423309,18.7656002,194.5796051,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:43:03,4500,179.3560944,162.9312897,18.85872269,195.3254547,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:43:24,5000,214.3904877,191.542923,18.96290779,196.1599274,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:43:46,5500,228.6525421,203.1903534,18.98902512,196.3691101,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:44:07,6000,276.309845,242.1107635,19.09748077,197.2377777,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:44:28,6500,381.9976807,328.4231567,19.10244179,197.2775116,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:44:50,7000,409.5087891,350.890686,19.17233086,197.8372955,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:45:11,7500,463.4211731,394.9194641,19.18930817,197.9732666,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:45:32,8000,463.2775574,394.8021851,19.26478767,198.5778046,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:45:53,8500,483.1958618,411.0689087,19.32747459,199.079895,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:46:15,9000,501.8220215,426.2803955,19.38622856,199.5504761,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:46:36,9500,548.0947266,464.0700684,19.49116325,200.3909454,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:46:57,10000,579.5432129,489.7531738,19.55048943,200.8661194,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,2,06-01-2017 12:47:19,10500,646.3641968,544.3240356,19.5150032,200.5818939,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:49:04,-2000,-17.01739502,2.558441162,19.80698586,202.9205017,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:49:25,-1500,-16.67724991,2.836227417,19.85139084,203.2761536,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:49:47,-1000,-15.9815855,3.40435791,19.87247086,203.4450073,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:50:08,-500,-15.06959629,4.149154663,19.93408394,203.9384918,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:50:29,0,-13.21174335,5.666412354,19.99197769,204.4021912,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:50:51,500,-12.827281,5.980392456,20.03957939,204.7834473,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:51:12,1000,-17.30309296,2.325119019,20.09482193,205.2259064,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:51:33,1500,-18.59209061,1.27243042,20.14740181,205.647049,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:51:54,2000,-18.90951347,1.013198853,20.15175247,205.6818848,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:52:16,2500,-19.01939583,0.923461914,20.17869186,205.8976593,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:52:37,3000,-18.04782295,1.716918945,20.20790291,206.1316223,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:52:58,3500,-14.39726734,4.698226929,20.26184082,206.5636292,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:53:20,4000,-11.5691309,7.007888794,20.28674698,206.7631226,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:53:41,4500,-6.984278202,10.75221252,20.32157135,207.042038,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:54:02,5000,-6.233476639,11.3653717,20.37949371,207.5059662,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:54:23,5500,-7.054736137,10.69467163,20.41098213,207.7581787,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:54:45,6000,-2.496620178,14.41716003,20.41947365,207.8261871,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:55:06,6500,2.621551275,18.59703064,20.46475983,208.1889038,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:55:27,7000,18.16010475,31.28694153,20.53876877,208.7816772,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:55:49,7500,19.58159065,32.4478302,20.56781006,209.0142822,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:56:10,8000,28.78948593,39.96766663,20.58143616,209.1234131,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:56:31,8500,39.78251648,48.94537354,20.60375023,209.302124,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:56:53,9000,51.45209885,58.4756012,20.69587708,210.0400238,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,3,06-01-2017 12:57:14,9500,54.32425308,60.82121277,20.69176483,210.0070801,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:07:09,-2000,-19.23895264,0.744155884,21.40852165,215.7478943,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:07:30,-1500,-19.33185005,0.668289185,21.45459747,216.1169281,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:07:52,-1000,-19.29883385,0.695251465,21.47427368,216.2745361,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:08:13,-500,-19.3526268,0.651321411,21.48089981,216.3276062,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:08:34,0,-19.26813698,0.720321655,21.49072456,216.4062805,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:08:55,500,-19.31764984,0.679885864,21.49988747,216.4796753,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:09:17,1000,-19.35539055,0.64906311,21.54981041,216.8795319,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:09:38,1500,-19.36008072,0.645233154,21.56125069,216.9711761,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:09:59,2000,-19.3506279,0.652954102,21.55308151,216.9057312,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:10:21,2500,-19.3693676,0.637649536,21.59199905,217.2174377,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:10:42,3000,-19.3677597,0.638961792,21.59835434,217.2683411,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:11:03,3500,-19.330019,0.669784546,21.60355759,217.3100281,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:11:25,4000,-19.33952904,0.662017822,21.63536644,217.5647888,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:11:46,4500,-19.33177567,0.66835022,21.64775085,217.6639862,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:12:07,5000,-19.35953903,0.645675659,21.65246391,217.7017212,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:12:28,5500,-19.38655663,0.62361145,21.69483566,218.0410919,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:12:50,6000,-19.33422279,0.666351318,21.70710373,218.1393585,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:13:11,6500,-19.02739143,0.916931152,21.69226265,218.0204926,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:13:32,7000,-18.60238457,1.264022827,21.69036293,218.0052795,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:13:54,7500,-15.37513733,3.899627686,21.71801949,218.2267914,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:14:15,8000,-10.81752586,7.621704102,21.73846626,218.3905487,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:14:36,8500,-5.339573383,12.09539795,21.76889229,218.6342468,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:14:58,9000,-3.555914879,13.55206299,21.76135063,218.5738373,shallow core
Big Egg,2,Spring,May,2017,Sensor 1,4,06-01-2017 13:15:19,9500,-1.155700088,15.51225281,21.7963829,218.8544464,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:32:41,-2000,-12.96805954,0.700881958,16.45539856,176.0762177,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:33:04,-1000,-13.2177515,0.472183228,16.6307354,177.480545,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:33:26,0,-13.36785316,0.334701538,16.76178741,178.5302124,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:33:48,1000,-13.45154953,0.258041382,16.83660889,179.1294861,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:34:11,2000,-13.55860329,0.159988403,16.91274071,179.7392578,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:34:33,3000,-13.60679913,0.115844727,16.94487381,179.9966278,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:34:55,4000,-13.63940144,0.085983276,17.04079628,180.7649078,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:35:18,5000,-13.67110443,0.056945801,17.15383148,181.6702576,shallow core
Big Egg,2,Spring,May,2017,Sensor 2,1,06-01-2017 12:35:40,6000,-12.76091671,0.890609741,17.22079086,182.2065735,shallow core
