Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,O2_umol_L,O2_Signal_mV,Temp_C,Temp_Signal_mV
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:36:11,-1500,209.39,78.63581848,23.30829239,247.1154785
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:36:32,-1500,207,77.74816895,23.3069725,247.1002808
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:36:52,-1200,210.29,78.96810913,23.3059845,247.0888824
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:37:12,-1200,209.06,78.51213074,23.31046104,247.1404572
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:37:32,-1200,208.75,78.39682007,23.31226349,247.1612244
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:37:53,-900,208.75,78.39797974,23.31152344,247.15271
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:38:13,-900,210.17,78.92303467,23.31509209,247.1938171
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:38:33,-900,209.87,78.81195068,23.31682777,247.2138214
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:38:54,-600,208.92,78.46179199,23.31855392,247.2337189
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:39:14,-600,208.85,78.43586731,23.3228054,247.2826996
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:39:34,-600,208.67,78.36689758,23.31926727,247.2419281
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:39:55,-300,208.11,78.1603241,23.32695961,247.3305664
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:40:15,-300,208.61,78.3460083,23.32318687,247.2870941
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:40:35,-300,207.92,78.09152222,23.3237896,247.2940369
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:40:55,0,207.96,78.10610962,23.32276726,247.2822571
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:41:16,0,208.35,78.24795532,23.32196426,247.2730103
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:41:36,0,207.14,77.80267334,23.3237381,247.2934418
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:41:56,300,200.33,75.27372742,23.32287216,247.2834625
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:42:17,300,208.21,78.19763184,23.32497215,247.3076782
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:42:37,300,207.66,77.99267578,23.32469368,247.3044434
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:42:57,600,207.44,77.91337585,23.32820702,247.3449249
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:43:17,600,205.65,77.24784851,23.32760429,247.3379974
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:43:37,600,203.97,76.62446594,23.32840919,247.3472595
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:43:58,900,199.63,75.01359558,23.3285675,247.3490753
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:44:18,900,204.72,76.90498352,23.33045387,247.3708191
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:44:38,900,206.81,77.67788696,23.33288956,247.39888
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:44:59,1200,205.64,77.24607849,23.33416367,247.4135742
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:45:19,1200,205.19,77.07678223,23.33410072,247.4128265
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:45:39,1200,205.45,77.1738739,23.33889961,247.4681244
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:46:00,1500,197.31,74.15312195,23.34294891,247.5147858
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:46:20,1500,197.29,74.14755249,23.34771538,247.5697174
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:46:40,1500,203.19,76.33618164,23.35085487,247.605896
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:47:02,1800,189.96,71.42997742,23.35356331,247.637085
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:47:22,1800,186.89,70.29075623,23.35512733,247.6551208
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:47:42,1800,185.04,69.6050415,23.35741997,247.6815338
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:48:03,2100,168.58,63.49923706,23.35836411,247.6923981
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:48:23,2100,166.28,62.64440918,23.35679817,247.6743774
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:48:43,2100,164.61,62.02815247,23.36222649,247.7369232
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:49:04,2400,135.52,51.23745728,23.36172867,247.7311707
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:49:24,2400,134.61,50.89906311,23.36280251,247.7435455
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:49:44,2400,134.75,50.94960022,23.3609581,247.7223053
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:50:04,2700,102.4,38.95410156,23.36071014,247.7194519
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:50:24,2700,100.89,38.39413452,23.36083794,247.7209167
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:50:45,2700,100.42,38.21856689,23.36205482,247.7349243
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:51:05,3000,77.78,29.82113647,23.36015701,247.7130737
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:51:25,3000,74.26,28.5158844,23.35860825,247.6952209
Yellow Bar,1,Summer,August,2015,Sensor 1,1,13-08-2015 11:51:45,3000,72.68,27.9281311,23.35870934,247.6963959
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:20:33,-3000,191.44,71.97892761,23.27895355,246.7774353
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:20:53,-3000,190.95,71.79426575,23.28371811,246.8323364
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:21:13,-3000,191.16,71.87213135,23.28388405,246.8342438
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:21:34,-2700,190.73,71.71368408,23.28673172,246.8670349
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:21:54,-2700,190.44,71.60719299,23.28540039,246.8516998
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:22:14,-2700,189.48,71.25215149,23.28942108,246.8980408
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:22:35,-2400,190.73,71.71482849,23.29283905,246.9374084
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:22:55,-2400,190.62,71.67503357,23.29275322,246.9364319
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:23:15,-2400,189.78,71.36341858,23.29536819,246.966568
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:23:36,-2100,190.33,71.56784058,23.2932415,246.9420624
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:23:56,-2100,190.09,71.47680664,23.2951088,246.9635773
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:24:16,-2100,189.87,71.39630127,23.29219246,246.9299774
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:24:36,-1800,188.48,70.87854004,23.29029274,246.9080811
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:24:57,-1800,188.18,70.76914978,23.28803635,246.8820801
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:25:17,-1800,189.68,71.32510376,23.2842083,246.8379669
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:25:37,-1500,189.61,71.29873657,23.28475952,246.8443146
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:25:57,-1500,189.05,71.0927124,23.28194809,246.8119202
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:26:18,-1500,189.28,71.17547607,23.27951431,246.7838898
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:26:38,-1200,189.91,71.41204834,23.27909088,246.779007
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:26:58,-1200,189.52,71.26641846,23.27707481,246.7557678
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:27:18,-1200,188.62,70.93269348,23.2698555,246.6726074
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:27:39,-900,188.71,70.96420288,23.2711525,246.687561
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:27:59,-900,190.32,71.56373596,23.26905251,246.6633453
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:28:19,-900,188.92,71.04449463,23.27338028,246.7132263
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:28:40,-600,188.91,71.03918457,23.27051926,246.6802368
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:29:00,-600,189.43,71.23234558,23.26958656,246.6694946
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:29:20,-600,189.42,71.22666931,23.2683239,246.654953
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:29:41,-300,188.4,70.84962463,23.26876068,246.6599884
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:30:01,-300,187.94,70.68005371,23.26272202,246.5904083
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:30:21,-300,189.49,71.25500488,23.26209259,246.5831451
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:30:41,0,188.58,70.91838074,23.25843048,246.5409698
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:31:02,0,188.72,70.96990967,23.25551224,246.5073242
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:31:22,0,187.75,70.6075592,23.25402451,246.4902039
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:31:42,300,188.2,70.77482605,23.25264931,246.47435
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:32:02,300,188.25,70.7948761,23.25073814,246.4523315
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:32:23,300,188.58,70.91557312,23.25274467,246.4754486
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:32:43,600,188.09,70.73561096,23.24949074,246.4379425
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:33:03,600,188.82,71.00720215,23.24971771,246.440567
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:33:23,600,188.96,71.05867004,23.2497139,246.4405365
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:33:44,900,182.49,68.65834045,23.24740791,246.4139557
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:34:04,900,187.94,70.67779541,23.24748993,246.4148865
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:34:24,900,183.74,69.1199646,23.24624825,246.4006042
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:34:45,1200,171.73,64.66629028,23.2475872,246.4160309
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:35:05,1200,170.98,64.3903656,23.24401093,246.3748169
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:35:25,1200,171.46,64.56747437,23.24290085,246.3620148
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:35:46,1500,158.08,59.60418701,23.24132538,246.3438721
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:36:07,1500,156.42,58.98748779,23.24094963,246.3395538
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:36:27,1500,155.11,58.50276184,23.23988724,246.327301
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:36:48,1800,130.72,49.45796204,23.23980904,246.3264008
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:37:08,1800,129.35,48.94711304,23.24196625,246.3512726
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:37:29,1800,128.06,48.46882629,23.24266624,246.359314
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:37:50,2100,100.88,38.38949585,23.24356461,246.3696747
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:38:10,2100,99.71,37.95452881,23.24392891,246.3738556
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:38:30,2100,100.2,38.13815308,23.24975204,246.440979
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:38:51,2400,78.5,30.08731079,23.25086021,246.4537354
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:39:11,2400,79.04,30.2890625,23.25499344,246.5013428
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:39:31,2400,79.86,30.59382629,23.25505447,246.5020599
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:39:52,2700,57.02,22.11956787,23.2576046,246.5314331
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:40:12,2700,58.71,22.74700928,23.2578125,246.533844
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:40:32,2700,58.73,22.75428772,23.26159859,246.5774536
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:40:53,3000,26.17,10.67773438,23.26190758,246.5810242
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:41:13,3000,26.44,10.7775116,23.26109314,246.57164
Yellow Bar,1,Summer,August,2015,Sensor 1,2,13-08-2015 12:41:33,3000,27.8,11.28417969,23.26336288,246.5977936
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:30:46,-3000,188.52,11.79292297,23.30046272,247.0252686
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:31:06,-3000,187.77,11.74742126,23.29190063,246.92659
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:31:26,-3000,187.74,11.74562073,23.28854942,246.8879852
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:31:48,-2700,187.98,11.76011658,23.29406548,246.9515381
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:32:08,-2700,188.71,11.80426025,23.29874992,247.0055237
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:32:28,-2700,186.77,11.68696594,23.30676651,247.0979004
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:32:49,-2400,186.35,11.66134644,23.31098938,247.1465607
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:33:09,-2400,187.07,11.7051239,23.30592155,247.0881653
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:33:29,-2400,187.46,11.72880554,23.30503464,247.0779419
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:33:50,-2100,187.29,11.71812439,23.30903435,247.1240234
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:34:10,-2100,187.19,11.7121582,23.30836296,247.1162872
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:34:30,-2100,186.56,11.67436218,23.3106308,247.1424103
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:34:50,-1800,184.98,11.57844543,23.30805016,247.1126862
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:35:11,-1800,185.36,11.60137939,23.30823517,247.1148224
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:35:31,-1800,185.39,11.60325623,23.30767632,247.1083679
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:35:51,-1500,184.78,11.56622314,23.30765915,247.1081848
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:36:11,-1500,185.34,11.60029602,23.30829239,247.1154785
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:36:32,-1500,184.88,11.57279968,23.3069725,247.1002808
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:36:52,-1200,185.41,11.60476685,23.3059845,247.0888824
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:37:12,-1200,185.64,11.61845398,23.31046104,247.1404572
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:37:32,-1200,185.71,11.62261963,23.31226349,247.1612244
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:37:53,-900,183.58,11.49378967,23.31152344,247.15271
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:38:13,-900,185.09,11.58505249,23.31509209,247.1938171
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:38:33,-900,184.33,11.5390625,23.31682777,247.2138214
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:38:54,-600,179.06,11.22029114,23.31855392,247.2337189
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:39:14,-600,174.48,10.94338989,23.3228054,247.2826996
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:39:34,-600,178.23,11.17024231,23.31926727,247.2419281
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:39:55,-300,156.32,9.844726563,23.32695961,247.3305664
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:40:15,-300,159.7,10.04904175,23.32318687,247.2870941
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:40:35,-300,160.49,10.09667969,23.3237896,247.2940369
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:40:55,0,138.85,8.787979126,23.32276726,247.2822571
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:41:16,0,139.63,8.834823608,23.32196426,247.2730103
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:41:36,0,136.72,8.658569336,23.3237381,247.2934418
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:41:56,300,113.2,7.235992432,23.32287216,247.2834625
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:42:17,300,113.76,7.269790649,23.32497215,247.3076782
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:42:37,300,112.9,7.21774292,23.32469368,247.3044434
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:42:57,600,80.46,5.255142212,23.32820702,247.3449249
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:43:17,600,78.83,5.156402588,23.32760429,247.3379974
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:43:37,600,78.43,5.132400513,23.32840919,247.3472595
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:43:58,900,53.39,3.6171875,23.3285675,247.3490753
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:44:18,900,52.29,3.551010132,23.33045387,247.3708191
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:44:38,900,52.81,3.58253479,23.33288956,247.39888
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:44:59,1200,29.9,2.196472168,23.33416367,247.4135742
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:45:19,1200,30.16,2.212280273,23.33410072,247.4128265
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:45:39,1200,30.46,2.230300903,23.33889961,247.4681244
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:46:00,1500,14.44,1.261199951,23.34294891,247.5147858
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:46:20,1500,14.42,1.259887695,23.34771538,247.5697174
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:46:40,1500,14.34,1.254684448,23.35085487,247.605896
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:47:02,1800,-0.28,0.370315552,23.35356331,247.637085
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:47:22,1800,-1.33,0.307022095,23.35512733,247.6551208
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:47:42,1800,-0.91,0.332138062,23.35741997,247.6815338
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:48:03,2100,-2.56,0.232543945,23.35836411,247.6923981
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:48:23,2100,-2.51,0.23526001,23.35679817,247.6743774
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:48:43,2100,-2.68,0.225265503,23.36222649,247.7369232
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:49:04,2400,-2.63,0.228210449,23.36172867,247.7311707
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:49:24,2400,-2.82,0.216720581,23.36280251,247.7435455
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:49:44,2400,-3.2,0.193496704,23.3609581,247.7223053
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:50:04,2700,-3.05,0.202926636,23.36071014,247.7194519
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:50:24,2700,-3.17,0.195770264,23.36083794,247.7209167
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:50:45,2700,-2.32,0.247055054,23.36205482,247.7349243
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:51:05,3000,-2.75,0.221206665,23.36015701,247.7130737
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:51:25,3000,-2.3,0.248352051,23.35860825,247.6952209
Yellow Bar,1,Summer,August,2015,Sensor 2,1,13-08-2015 11:51:45,3000,-2.78,0.219177246,23.35870934,247.6963959
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:20:33,-3000,167.11,10.4974823,23.27895355,246.7774353
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:20:53,-3000,166.69,10.47190857,23.28371811,246.8323364
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:21:13,-3000,167.59,10.52671814,23.28388405,246.8342438
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:21:34,-2700,165.93,10.42628479,23.28673172,246.8670349
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:21:54,-2700,167.06,10.49468994,23.28540039,246.8516998
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:22:14,-2700,166.14,10.43885803,23.28942108,246.8980408
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:22:35,-2400,165.93,10.42578125,23.29283905,246.9374084
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:22:55,-2400,166.46,10.4584198,23.29275322,246.9364319
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:23:15,-2400,165.96,10.42767334,23.29536819,246.966568
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:23:36,-2100,164.47,10.33744812,23.2932415,246.9420624
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:23:56,-2100,166.17,10.44055176,23.2951088,246.9635773
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:24:16,-2100,165.28,10.38650513,23.29219246,246.9299774
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:24:36,-1800,165.87,10.42233276,23.29029274,246.9080811
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:24:57,-1800,166.68,10.47119141,23.28803635,246.8820801
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:25:17,-1800,165.26,10.38569641,23.2842083,246.8379669
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:25:37,-1500,165.46,10.39779663,23.28475952,246.8443146
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:25:57,-1500,166.52,10.46159363,23.28194809,246.8119202
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:26:18,-1500,166.19,10.44190979,23.27951431,246.7838898
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:26:38,-1200,165.64,10.40859985,23.27909088,246.779007
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:26:58,-1200,166.11,10.43708801,23.27707481,246.7557678
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:27:18,-1200,164.64,10.34825134,23.2698555,246.6726074
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:27:39,-900,164.98,10.36843872,23.2711525,246.687561
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:27:59,-900,165.18,10.38050842,23.26905251,246.6633453
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:28:19,-900,166.22,10.44369507,23.27338028,246.7132263
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:28:40,-600,164.89,10.36303711,23.27051926,246.6802368
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:29:00,-600,165.16,10.37931824,23.26958656,246.6694946
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:29:20,-600,165.4,10.39390564,23.2683239,246.654953
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:29:41,-300,165.72,10.41357422,23.26876068,246.6599884
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:30:01,-300,165.51,10.40057373,23.26272202,246.5904083
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:30:21,-300,164.9,10.36380005,23.26209259,246.5831451
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:30:41,0,157.69,9.927261353,23.25843048,246.5409698
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:31:02,0,155.04,9.767364502,23.25551224,246.5073242
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:31:22,0,153.55,9.677215576,23.25402451,246.4902039
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:31:42,300,144.41,9.124069214,23.25264931,246.47435
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:32:02,300,144.83,9.149505615,23.25073814,246.4523315
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:32:23,300,147.09,9.286453247,23.25274467,246.4754486
Yellow Bar,1,Summer,August,2015,Sensor 2,2,13-08-2015 12:32:43,600,141.87,8.970626831,23.24949074,246.4379425
