Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,O2_umol_L,O2_Signal_mV,Temp_C,Temp_Signal_mV
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:09:35,-2000,183.22,68.93049622,23.15429878,245.3411407
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:09:55,-2000,184.71,69.48138428,23.15485001,245.3475037
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:10:15,-2000,181.7,68.36686707,23.15441895,245.3425293
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:10:36,-1700,179.02,67.37130737,23.15574837,245.3578491
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:10:56,-1700,179.7,67.62254333,23.15483665,245.3473511
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:11:16,-1700,182.73,68.74571228,23.15657425,245.3673706
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:11:37,-1400,181.95,68.45695496,23.1565094,245.3666077
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:11:57,-1400,182.37,68.61279297,23.15883636,245.3934326
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:12:17,-1400,181.68,68.35705566,23.15830612,245.3873291
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:12:38,-1100,181.45,68.27351379,23.16092682,245.417511
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:12:58,-1100,179.88,67.69032288,23.16187286,245.4284058
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:13:18,-1100,182.61,68.70085144,23.16380692,245.4506989
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:13:39,-800,181.47,68.28070068,23.16386414,245.451355
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:13:59,-800,180.99,68.10194397,23.16448402,245.4585114
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:14:19,-800,181.29,68.21379089,23.16288948,245.4401245
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:14:39,-500,182.58,68.69334412,23.16057205,245.4134216
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:15:00,-500,181.54,68.30628967,23.16499329,245.4643707
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:15:20,-500,180.75,68.01147461,23.16784286,245.4972076
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:15:40,-200,180.78,68.02235413,23.16880989,245.5083313
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:16:00,-200,161.53,60.88552856,23.16698265,245.4872894
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:16:21,-200,165.6,62.39224243,23.16831207,245.502594
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:16:41,100,181.05,68.12322998,23.1678009,245.4967194
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:17:01,100,176.99,66.61923218,23.17127228,245.5366974
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:17:21,100,155.18,58.53060913,23.1728611,245.5550232
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:17:42,400,183.53,69.04547119,23.17586136,245.5895844
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:18:02,400,179.23,67.44984436,23.17436028,245.5722809
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:18:22,400,168.83,63.59176636,23.17230225,245.5485687
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:18:43,700,166.53,62.73753357,23.17635727,245.5952911
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:19:03,700,161.05,60.70654297,23.17642403,245.5960541
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:19:23,700,145.19,54.82310486,23.17529678,245.5830841
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:19:44,1000,158.06,59.59562683,23.17616272,245.5930481
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:20:04,1000,154.23,58.1764679,23.17946243,245.6310883
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:20:24,1000,164.25,61.89344788,23.1800499,245.6378632
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:20:44,1300,138.66,52.40202332,23.1816864,245.6566925
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:21:05,1300,139.42,52.68302917,23.18264389,245.6677399
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:21:25,1300,112.61,42.73956299,23.1859417,245.7057343
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:21:45,1600,97.58,37.16342163,23.18305969,245.6725159
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:22:05,1600,94.06,35.85876465,23.18840599,245.7341309
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:22:26,1600,101.42,38.59043884,23.19006538,245.7532501
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:22:46,1900,89.42,34.13786316,23.18582535,245.7043915
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:23:06,1900,104.98,39.9112854,23.19011497,245.75383
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:23:26,1900,111.23,42.22839355,23.18943024,245.7459259
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:23:47,2200,77.12,29.57815552,23.19055367,245.7588654
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:24:18,2200,79.98,30.63751221,23.19259453,245.7823792
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:24:38,2200,90.57,34.56648254,23.19378853,245.7961426
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:24:59,2500,53.84,20.94204712,23.19495201,245.8095398
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:25:19,2500,53.43,20.7910614,23.19652939,245.8277283
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:25:39,2500,55.01,21.37471008,23.19761086,245.8401947
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:26:00,2800,14.51,6.355484009,23.19553185,245.8162384
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:26:20,2800,15.64,6.771881104,23.19867134,245.852417
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:26:40,2800,16.83,7.213302612,23.20100021,245.8792419
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:27:01,3100,-0.89,0.642913818,23.20081139,245.8770752
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:27:21,3100,-1.09,0.569000244,23.20049858,245.8734436
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:27:41,3100,-1.14,0.550460815,23.20184517,245.8889771
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:28:01,3400,-1.45,0.434127808,23.2060585,245.9375153
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:28:22,3400,-1.53,0.406036377,23.20266342,245.8983917
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:28:58,3400,-1.56,0.393692017,23.2101078,245.9841766
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:29:20,3700,-1.64,0.362915039,23.20770454,245.9564819
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:29:40,3700,-1.68,0.349533081,23.20750237,245.9541473
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:30:00,3700,-1.66,0.355957031,23.20875168,245.9685669
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:30:20,4000,-1.76,0.318466187,23.21117783,245.9965057
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:30:41,4000,-1.76,0.318389893,23.21068573,245.9908295
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:31:01,4000,-1.86,0.283462524,23.21290207,246.0163879
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:31:21,4300,-1.9,0.266799927,23.21511269,246.0418396
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:31:41,4300,-2.03,0.219284058,23.21255684,246.0123901
Elders East,1,Summer,August,2015,Sensor 1,1,13-08-2015 15:32:02,4300,-2.08,0.201095581,23.21572304,246.0488892
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:39:23,-2000,170.27,64.12442017,23.23738098,246.2984314
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:39:43,-2000,170.64,64.26335144,23.235672,246.2787323
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:40:03,-2000,170.77,64.31063843,23.23760796,246.3010254
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:40:24,-1700,170.34,64.15074158,23.24035454,246.3326874
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:40:44,-1700,170.4,64.17501831,23.24283981,246.3613281
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:41:04,-1700,169.62,63.8843689,23.24342346,246.3680573
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:41:25,-1400,169.3,63.76661682,23.24490547,246.3851318
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:41:45,-1400,170.4,64.17358398,23.24442673,246.3795929
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:42:05,-1400,170.19,64.09724426,23.24277115,246.3605194
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:42:25,-1100,170.07,64.05279541,23.2446003,246.3816071
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:42:46,-1100,169.96,64.01191711,23.24869919,246.428833
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:43:06,-1100,170.65,64.2651825,23.24813843,246.4223785
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:43:26,-800,169.7,63.91601563,23.24822044,246.4233246
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:43:46,-800,170.72,64.29376221,23.2489624,246.4318695
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:44:07,-800,169.71,63.91949463,23.25123024,246.4579926
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:44:27,-500,169.43,63.81278992,23.25514793,246.5031281
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:44:47,-500,170.05,64.04423523,23.25595665,246.5124512
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:45:07,-500,168.78,63.57458496,23.25605965,246.5136414
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:45:28,-200,165.97,62.53004456,23.25691223,246.523468
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:45:48,-200,168.53,63.47946167,23.25727654,246.5276642
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:46:08,-200,166.1,62.58010864,23.25244141,246.4719543
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:46:29,100,151.24,57.067276,23.25662613,246.5201721
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:46:49,100,147.53,55.69067383,23.2584362,246.5410309
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:47:09,100,154.46,58.26083374,23.25861549,246.5430908
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:47:30,400,129.19,48.88931274,23.26054192,246.5652924
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:47:50,400,127.12,48.12091064,23.2586422,246.5434113
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:48:10,400,126.44,47.86871338,23.26309395,246.594696
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:48:30,700,96.56,36.78775024,23.26514053,246.6182861
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:48:51,700,95.41,36.36201477,23.26477051,246.6140137
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:49:11,700,94.49,36.01765442,23.2658329,246.6262665
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:49:31,1000,55.36,21.50494385,23.26961708,246.6698456
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:49:51,1000,52.76,20.54173279,23.27000046,246.6742706
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:50:12,1000,51.41,20.03994751,23.26918602,246.6648865
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:50:32,1300,32.4,12.99021912,23.26946449,246.6680908
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:50:52,1300,28.38,11.49798584,23.27017021,246.676239
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:51:12,1300,26.63,10.85043335,23.2701683,246.6762085
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:51:33,1600,10.92,5.023971558,23.27373695,246.7173309
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:51:53,1600,7.92,3.9090271,23.27025414,246.6772003
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:52:13,1600,6.58,3.412536621,23.27495003,246.731308
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:52:34,1900,-1.41,0.449890137,23.27391815,246.7194061
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:52:54,1900,-1.44,0.437042236,23.27311707,246.7101746
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:53:14,1900,-1.41,0.449661255,23.2733326,246.7126617
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:53:35,2200,-1.46,0.430709839,23.27633667,246.7472839
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:54:13,2200,-1.54,0.400177002,23.27980232,246.7872009
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:54:33,2200,-1.59,0.384475708,23.27879906,246.77565
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:54:54,2500,-1.61,0.375030518,23.27971649,246.7862244
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:55:14,2500,-1.72,0.335983276,23.28139496,246.8055573
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:55:34,2500,-1.7,0.341003418,23.28434944,246.8396149
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:55:55,2800,-1.79,0.307571411,23.28501701,246.84729
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:56:15,2800,-1.77,0.316894531,23.28622627,246.8612366
Elders East,1,Summer,August,2015,Sensor 1,2,13-08-2015 15:56:35,2800,-1.78,0.311843872,23.28544807,246.8522491
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:09:35,-2000,166.86,10.48260498,23.15429878,245.3411407
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:09:55,-2000,165.48,10.39894104,23.15485001,245.3475037
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:10:15,-2000,165.51,10.40054321,23.15441895,245.3425293
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:10:36,-1700,161.84,10.17874146,23.15574837,245.3578491
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:10:56,-1700,163.83,10.2988739,23.15483665,245.3473511
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:11:16,-1700,163.34,10.26913452,23.15657425,245.3673706
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:11:37,-1400,157.83,9.936019897,23.1565094,245.3666077
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:11:57,-1400,162.92,10.2440033,23.15883636,245.3934326
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:12:17,-1400,145.68,9.200637817,23.15830612,245.3873291
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:12:38,-1100,162.54,10.22076416,23.16092682,245.417511
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:12:58,-1100,161.25,10.14274597,23.16187286,245.4284058
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:13:18,-1100,162,10.18840027,23.16380692,245.4506989
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:13:39,-800,162.22,10.20146179,23.16386414,245.451355
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:13:59,-800,161.25,10.14300537,23.16448402,245.4585114
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:14:19,-800,161.5,10.1578064,23.16288948,245.4401245
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:14:39,-500,161.62,10.16555786,23.16057205,245.4134216
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:15:00,-500,161.58,10.16288757,23.16499329,245.4643707
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:15:20,-500,161.48,10.15698242,23.16784286,245.4972076
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:15:40,-200,161.88,10.18130493,23.16880989,245.5083313
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:16:00,-200,162.16,10.19767761,23.16698265,245.4872894
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:16:21,-200,160.82,10.11677551,23.16831207,245.502594
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:16:41,100,153.45,9.67086792,23.1678009,245.4967194
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:17:01,100,135.2,8.567047119,23.17127228,245.5366974
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:17:21,100,161.53,10.15982056,23.1728611,245.5550232
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:17:42,400,161.33,10.14801025,23.17586136,245.5895844
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:18:02,400,159.55,10.04000854,23.17436028,245.5722809
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:18:22,400,159.68,10.04794312,23.17230225,245.5485687
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:18:43,700,158.69,9.988143921,23.17635727,245.5952911
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:19:03,700,154.56,9.73828125,23.17642403,245.5960541
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:19:23,700,162.5,10.21855164,23.17529678,245.5830841
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:19:44,1000,162.07,10.19238281,23.17616272,245.5930481
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:20:04,1000,159.42,10.03240967,23.17946243,245.6310883
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:20:24,1000,159.66,10.04696655,23.1800499,245.6378632
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:20:44,1300,153.87,9.696426392,23.1816864,245.6566925
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:21:05,1300,158.64,9.985214233,23.18264389,245.6677399
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:21:25,1300,160.76,10.11341858,23.1859417,245.7057343
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:21:45,1600,162.09,10.19384766,23.18305969,245.6725159
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:22:05,1600,154.09,9.709899902,23.18840599,245.7341309
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:22:26,1600,159.37,10.02908325,23.19006538,245.7532501
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:22:46,1900,156.39,9.84866333,23.18582535,245.7043915
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:23:06,1900,155.21,9.777679443,23.19011497,245.75383
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:23:26,1900,157.56,9.919876099,23.18943024,245.7459259
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:23:47,2200,151.03,9.524688721,23.19055367,245.7588654
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:24:18,2200,149.95,9.459533691,23.19259453,245.7823792
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:24:38,2200,153.76,9.68951416,23.19378853,245.7961426
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:24:59,2500,127.01,8.071304321,23.19495201,245.8095398
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:25:19,2500,127.64,8.109588623,23.19652939,245.8277283
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:25:39,2500,141.93,8.973907471,23.19761086,245.8401947
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:26:00,2800,113.49,7.253158569,23.19553185,245.8162384
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:26:20,2800,114.88,7.337615967,23.19867134,245.852417
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:26:40,2800,112.84,7.214172363,23.20100021,245.8792419
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:27:01,3100,86.84,5.641159058,23.20081139,245.8770752
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:27:21,3100,85.35,5.551177979,23.20049858,245.8734436
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:27:41,3100,86.47,5.618728638,23.20184517,245.8889771
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:28:01,3400,62.36,4.159912109,23.2060585,245.9375153
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:28:22,3400,62.15,4.147277832,23.20266342,245.8983917
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:28:58,3400,62.83,4.188278198,23.2101078,245.9841766
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:29:20,3700,31.83,2.312774658,23.20770454,245.9564819
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:29:40,3700,32.3,2.341415405,23.20750237,245.9541473
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:30:00,3700,32.9,2.377883911,23.20875168,245.9685669
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:30:20,4000,7.43,0.836959839,23.21117783,245.9965057
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:30:41,4000,6.68,0.791687012,23.21068573,245.9908295
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:31:01,4000,7.05,0.813980103,23.21290207,246.0163879
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:31:21,4300,1.88,0.500747681,23.21511269,246.0418396
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:31:41,4300,-1.12,0.319549561,23.21255684,246.0123901
Elders East,1,Summer,August,2015,Sensor 2,1,13-08-2015 15:32:02,4300,-1.09,0.321472168,23.21572304,246.0488892
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:39:23,-2000,153,9.643707275,23.23738098,246.2984314
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:39:43,-2000,148.97,9.399719238,23.235672,246.2787323
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:40:03,-2000,151.73,9.567001343,23.23760796,246.3010254
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:40:24,-1700,152.68,9.624359131,23.24035454,246.3326874
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:40:44,-1700,151.72,9.566101074,23.24283981,246.3613281
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:41:04,-1700,151.2,9.534667969,23.24342346,246.3680573
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:41:25,-1400,150.99,9.52243042,23.24490547,246.3851318
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:41:45,-1400,151.11,9.529312134,23.24442673,246.3795929
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:42:05,-1400,152.48,9.612487793,23.24277115,246.3605194
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:42:25,-1100,152.59,9.618789673,23.2446003,246.3816071
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:42:46,-1100,150.73,9.50642395,23.24869919,246.428833
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:43:06,-1100,150.23,9.476379395,23.24813843,246.4223785
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:43:26,-800,152.19,9.594650269,23.24822044,246.4233246
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:43:46,-800,151.64,9.561386108,23.2489624,246.4318695
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:44:07,-800,151.67,9.563171387,23.25123024,246.4579926
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:44:27,-500,150.46,9.490097046,23.25514793,246.5031281
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:44:47,-500,151.41,9.547393799,23.25595665,246.5124512
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:45:07,-500,151.07,9.526931763,23.25605965,246.5136414
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:45:28,-200,150.91,9.517456055,23.25691223,246.523468
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:45:48,-200,151.03,9.524688721,23.25727654,246.5276642
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:46:08,-200,150.45,9.489715576,23.25244141,246.4719543
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:46:29,100,146.28,9.237365723,23.25662613,246.5201721
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:46:49,100,145.85,9.210952759,23.2584362,246.5410309
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:47:09,100,150.71,9.505264282,23.25861549,246.5430908
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:47:30,400,142.88,9.031539917,23.26054192,246.5652924
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:47:50,400,145.73,9.203674316,23.2586422,246.5434113
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:48:10,400,139.56,8.830764771,23.26309395,246.594696
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:48:30,700,124.39,7.912658691,23.26514053,246.6182861
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:48:51,700,122.98,7.827377319,23.26477051,246.6140137
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:49:11,700,123.62,7.86605835,23.2658329,246.6262665
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:49:31,1000,95.88,6.188217163,23.26961708,246.6698456
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:49:51,1000,94.03,6.07623291,23.27000046,246.6742706
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:50:12,1000,92.62,5.990966797,23.26918602,246.6648865
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:50:32,1300,61.85,4.129318237,23.26946449,246.6680908
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:50:52,1300,59.4,3.981246948,23.27017021,246.676239
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:51:12,1300,57.95,3.893493652,23.2701683,246.6762085
Elders East,1,Summer,August,2015,Sensor 2,2,13-08-2015 15:51:33,1600,30.31,2.22114563,23.27373695,246.7173309
